사업코드,사업명,공고관리번호,사업구분,국내외구분,발주처,PM부서,발주방법,등록구분,진행상태,PM,대표사,공동도급사,수주일자,계약일자,원화공급가액,원화부가세액,원화합계금액,수금율(%),변경준공일(차수),주관사
C19880033,오산교외 1개교 가설공사 실시설계 용역,,설계,국내,예산국토관리사무소,상하수도부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-09-29,1988-09-29,"23,700,000",0,"23,700,000",100.00,1988-11-27,주관사
C19880034,직지사 우회도로 시설공사 시행설계 용역,,설계,국내,경상북도 김천시,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-10-29,1988-10-29,"11,050,000",0,"11,050,000",100.00,1988-11-29,주관사
C19880035,명금폭포 양수시설 실시설계 용역,,설계,국내,경상북도 선산군,상하수도부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-11-09,1988-11-09,"5,160,000",0,"5,160,000",100.00,1989-02-06,주관사
C19880036,한국전기 통신공사 연구원 부산분원 신축 토목설계 용역,,설계,국내,도양 종합건축사사무소,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-11-23,1988-11-23,"12,000,000",0,"12,000,000",100.00,1989-02-28,주관사
C19880037,광양 3기 열연 3차공사 토목설계용역,,설계,국내,제철엔지니어링㈜,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-08-15,1988-08-15,"79,800,000",0,"79,800,000",100.00,1988-09-28,주관사
C19880038,평택 전화국 인입 통신구 설계용역,,설계,국내,한국전기통신공사 건설사무소,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-12-10,1988-12-10,"10,800,000",0,"10,800,000",100.00,1989-02-27,주관사
C19880039,박수근 화백 기념비 건립설계용역,,설계,국내,강원특별자치도 양구군,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-12-15,1988-12-15,"2,980,000",0,"2,980,000",100.00,1988-12-30,주관사
C19880040,광양 3기 열연 5차공사 토목설계,,설계,국내,제철엔지니어링㈜,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-10-10,1988-10-10,"51,600,000",0,"51,600,000",100.00,1988-12-10,주관사
C19880041,대천 해수욕장 관광지 조성 제1지구 용역설계,,설계,국내,충청남도 보령시,도시계획부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-12-05,1988-12-05,"11,200,000",0,"11,200,000",100.00,1988-12-31,주관사
C19880042,죽변 휴양지 개발 기본계획,,설계,국내,울진 유황천,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-09-14,1988-09-14,"9,000,000",0,"9,000,000",100.00,1988-11-30,주관사
C19880043,응암 한신 가압장 통폐합 공사 기본설계 및 실시설계 용역,,설계,국내,서울특별시 은평구,상하수도부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-12-27,1988-12-27,"11,900,000",0,"11,900,000",100.00,1989-03-20,주관사
C19880044,성북동 224번지 주변 소방도로 개설공사 기본및 실시설계 용역,,설계,국내,서울특별시 성북구,도로부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-12-27,1988-12-27,"6,350,000",0,"6,350,000",100.00,1989-02-28,주관사
C19880045,도금강판 CGL 3차공사 기초설계,,설계,국내,제철엔지니어링㈜,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-09-21,1988-09-21,"19,800,000",0,"19,800,000",100.00,1988-12-25,주관사
C19880046,광양3기 원료처리 3차공사 기초설계,,설계,국내,제철엔지니어링㈜,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-09-30,1988-09-30,"5,292,000",0,"5,292,000",100.00,1989-02-05,주관사
C19880047,대전-옥천간 도로확장 및 포장공사 도로대장 적성용역,,설계,국내,㈜삼호 /  대전청,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-12-15,1988-12-15,"6,300,000",0,"6,300,000",100.00,1988-12-28,주관사
C19880048,사직지구 택지조성 사업 기본설계 용역,,설계,국내,강원특별자치도 삼척시,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-12-29,1988-12-29,"4,900,000",0,"4,900,000",100.00,1989-02-06,주관사
C19880049,OO지역 지적도면 제작용역,,설계,국내,육군,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-12-16,1988-12-16,"1,400,000",0,"1,400,000",100.00,1988-12-31,주관사
C19880050,충주우회도로 준공도로대장 작성용역,,설계,국내,임광토건㈜/대전지방국토관리청,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-12-15,1988-12-15,"2,560,000",0,"2,560,000",100.00,1988-12-28,주관사
C19880051,광양 3기 열연 7차공사 토목설계,,설계,국내,제철엔지니어링㈜,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-12-01,1988-12-01,"58,900,000",0,"58,900,000",100.00,1989-02-15,주관사
C19880052,광양 3기 열연 10차공사 토목설계,,설계,국내,제철엔지니어링㈜,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1988-12-15,1988-12-15,"49,300,000",0,"49,300,000",100.00,1989-03-25,주관사
C19890001,석곡 - 쌍암간 외 3개구간 실시설계용역,,설계,국내,국토교통부,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-01-23,1989-01-23,"248,200,000",0,"248,200,000",100.00,1989-10-19,주관사
C19890002,감물 - 매전간 도로 확포장 공사 조사측량 실시설계 용역,,설계,국내,충청북도 괴산군,도로부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-01-24,1989-01-24,"13,900,000",0,"13,900,000",100.00,1989-03-05,주관사
C19890003,앵천 - 삼방간 도로 확포장 공사 조사측량 실시설계 용역,,설계,국내,충청북도 괴산군,도로부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-01-24,1989-01-24,"8,400,000",0,"8,400,000",100.00,1989-03-05,주관사
C19890004,국도 12호선 확장에 따른 실시설계 용역,,설계,국내,제주특별자치도 제주시,상하수도부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-01-26,1989-01-26,"16,200,000",0,"16,200,000",100.00,1989-04-15,주관사
C19890005,순천 중앙 지하상가 시설공사 실시설계 용역,,설계,국내,한신공영㈜,상하수도부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-01-26,1989-01-26,"25,000,000",0,"25,000,000",100.00,1989-02-28,주관사
C19890006,신남 상수도 확장공사 실시설계 용역,,설계,국내,강원도 인제군,상하수도부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-01-31,1989-01-31,"10,800,000",0,"10,800,000",100.00,1989-03-31,주관사
C19890007,통영 수산 전문대학 공유수면 매립공사 (7차) 실시설계 용역,,설계,국내,통영 수산전문대학,도로부,설계시공분리발주,본사업,준공,,,㈜수성엔지니어링(100),1989-02-08,1989-02-08,"8,000,000",0,"8,000,000",100.00,1989-03-09,주관사
C19890008,임천 - 정암간 도로 확포장 공사 실시설계 용역,,설계,국내,강원도 양양군,상하수도부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-06,1989-03-06,"17,500,000",0,"17,500,000",100.00,1989-05-04,주관사
C19890009,현북및 남애 상수도 시설공사 실시설계 용역,,설계,국내,강원도 양양군,상하수도부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-06,1989-03-06,"18,600,000",0,"18,600,000",100.00,1989-04-24,주관사
C19890010,해안도로 가설공사 실시설계 용역,,설계,국내,경상남도 마산시,상하수도부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-02-17,1989-02-17,"100,000,000",0,"100,000,000",100.00,1989-04-17,주관사
C19890011,사직지구 택지조성 실시설계 용역,,설계,국내,강원특별자치도 삼척시,도시계획부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-03,1989-03-03,"24,000,000",0,"24,000,000",100.00,1989-04-17,주관사
C19890012,대천 해수욕장 관광지 조성사업 (제1지구) 실시설계 용역,,설계,국내,충청남도 보령시,도시계획부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-09,1989-03-09,"87,000,000",0,"87,000,000",100.00,1989-08-08,주관사
C19890013,가오작 - 금악간 도로 포장공사 실시설계 용역,,설계,국내,강원특별자치도 양구군,상하수도부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-13,1989-03-13,"20,050,000",0,"20,050,000",100.00,1989-04-24,주관사
C19890014,"한림읍, 애월읍 지구 군도확장 및 포장공사 실시설계 용역",,설계,국내,제주도 북제주군,상하수도부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-14,1989-03-14,"59,900,000",0,"59,900,000",100.00,1989-05-04,주관사
C19890015,배둔 - 영오간 도로조사 측량 설계용역,,설계,국내,경상남도,도로부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-17,1989-03-17,"41,250,000",0,"41,250,000",100.00,1989-05-15,주관사
C19890016,"이방-창녕, 영산-월하-길곡, 밀양-삼랑진 도로조사 측량 설계용역",,설계,국내,경상남도,도로부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-17,1989-03-17,"72,950,000",0,"72,950,000",100.00,1989-05-15,주관사
C19890017,김해 - 삼랑진간 도로조사 측량 설계용역,,설계,국내,경상남도,도로부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-17,1989-03-17,"36,700,000",0,"36,700,000",100.00,1989-05-15,주관사
C19890018,군도로 조사측량 및 설계용역,,설계,국내,경상남도 밀양시,도로부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-24,1989-03-24,"54,000,000",0,"54,000,000",100.00,1989-05-11,주관사
C19890019,89 군도 확포장 사업 설계용역,,설계,국내,경상남도 거창군,구조부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-25,1989-03-25,"41,500,000",0,"41,500,000",100.00,1989-05-09,주관사
C19890020,영현 - 장치 - 학림간 도로조사 측량 설계용역,,설계,국내,경상남도 고성군,도로부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-25,1989-03-25,"29,400,000",0,"29,400,000",100.00,1989-05-11,주관사
C19890021,고성 - 동해 - 어신간 도로조사 측량 설계용역,,설계,국내,경상남도 고성군,도로부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-25,1989-03-25,"34,800,000",0,"34,800,000",100.00,1989-05-11,주관사
C19890022,마산 - 중리간 도로 포장공사 실시설계 용역,,설계,국내,발주처 미기입,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-23,1989-03-23,"122,000,000",0,"122,000,000",100.00,1989-08-19,주관사
C19890023,경부 고속도로 421Km(상) 완속차선 설치공사 실시설계,,설계,국내,한국도로공사,도로부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-27,1989-03-27,"58,974,600",0,"58,974,600",100.00,1989-09-21,주관사
C19890024,천안 제2공업 단지 조성공사 용역,,설계,국내,충청남도 천안시,도시계획부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-30,1989-03-30,"22,950,000",0,"22,950,000",100.00,1989-05-28,주관사
C19890025,영덕 - 죽장간 도로 확장및 포장공사 설계용역,,설계,국내,경상북도 영덕군,도로부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-04-11,1989-04-11,"22,500,000",0,"22,500,000",100.00,1989-05-10,주관사
C19890026,축산 - 병곡간 도로 확장및 포장공사 설계용역,,설계,국내,경상북도 영덕군,도로부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-04-11,1989-04-11,"22,500,000",0,"22,500,000",100.00,1989-05-15,주관사
C19890027,인제 종합 운동장 시설공사 설계용역,,설계,국내,강원도 인제군,상하수도부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-15,1989-03-15,"6,850,000",0,"6,850,000",100.00,1989-04-04,주관사
C19890028,성서국 인입 통신구 설계용역,,설계,국내,한국전기통신공사,도로부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-05-04,1989-05-04,"46,272,000",0,"46,272,000",100.00,1989-07-24,주관사
C19890029,멧둔재 터널보강 설계용역,,설계,국내,성원건설㈜,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-04-01,1989-04-01,"3,000,000",0,"3,000,000",100.00,1989-04-15,주관사
C19890030,상수도 보호구역 지정및 지적고시 용역,,설계,국내,강원특별자치도 태백시,상하수도부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-05-11,1989-05-11,"22,610,000",0,"22,610,000",100.00,1989-10-09,주관사
C19890031,도시 저소득 주민주거 환경개선 기본계획 및 택지조성 실시설계 용역,,설계,국내,울산광역시,도시계획부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-05-11,1989-05-11,"29,092,000",0,"29,092,000",102.94,1989-10-10,주관사
C19890032,"중리, 법동지구 택지개발 사업 사전조사 보고서 작성",,설계,국내,한국기술용역협회,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-05-10,1989-05-10,"1,620,000",0,"1,620,000",100.00,1989-06-20,주관사
C19890033,금성지구 환지 예정지 말박기 측량용역,,설계,국내,공주 금성지구 토지구획 정리조합,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-05-04,1989-05-04,"8,000,000",0,"8,000,000",100.00,1989-12-30,주관사
C19890034,금성지구 토지구획 정리 사업공사 변경 설계용역,,설계,국내,공주 금성지구 토지구획 정리조합,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-03-28,1989-03-28,"23,800,000",0,"23,800,000",100.00,1989-05-02,주관사
C19890035,금성지구 가로등 설계용역,,설계,국내,공주 금성지구 토지구획 정리조합,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-05-04,1989-05-04,"3,200,000",0,"3,200,000",100.00,1989-07-03,주관사
C19890036,나주-송정간 도로확장 및 포장공사 실시설계 용역,,설계,국내,익산지방국토관리청,도로부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-05-25,1989-05-25,"57,360,000",0,"57,360,000",100.00,1989-08-20,주관사
C19890037,서산시 도시 기본계획 수립용역,,설계,국내,충청남도 서산시,도시계획부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-05-31,1989-05-31,"52,900,000",0,"52,900,000",100.00,1989-12-27,주관사
C19890038,주택개량 재개발 만리구역 환지확정 처분용역,,설계,국내,대전광역시 중구,도시계획부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-06-05,1989-06-05,"22,750,000",0,"22,750,000",100.00,1989-08-13,주관사
C19890039,오색온천 관로교체 및 저수탱크 설치공사 설계용역,,설계,국내,강원도 양양군,상하수도부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-06-05,1989-06-05,"4,150,000",0,"4,150,000",100.00,1989-07-04,주관사
C19890040,금성 도시계획 재정비 설계용역,,설계,국내,경상북도 의성군,도시계획부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1989-06-07,1989-06-07,"23,900,000",0,"23,900,000",100.00,1989-10-05,주관사
