사업코드,사업명,사업구분,국내외구분,발주처,PM부서,발주방법,등록구분,진행상태,공동도급사,계약일자,변경준공일(차수),주관사
C20240172,강남역 일대 대심도 빗물배수터널 건설공사(T/K) 기본설계 설계용역,설계,국내,한신공영㈜,도시철도부,설계시공일괄발주(T/K),본사업,준공,"㈜유신(44.32), ㈜수성엔지니어링(19.35), (주)단우기술단(12.09), (주)서하기술단(9.32), 대양이앤이기술(6.65), 세종기술㈜(서울)(3.94), (주)지우건축사사무소(3.81), 한석소방(0.52)",2024-05-20,2024-10-31,비주관사
C20240171,광주송정~순천 철도건설 제4공구 건설공사 실시설계(구조),설계,국내,(주) 한화,구조부,설계시공일괄발주(T/K),본사업,진행,㈜수성엔지니어링(100),2024-08-05,2025-08-31,주관사
C20240170,반월천 지방하천 정비사업 실시설계용역,설계,국내,경기도 북부청사,수자원부,설계시공분리발주,본사업,진행,"㈜이산(53.27), 주식회사 본현(18.05), ㈜수성엔지니어링(16.39), 주식회사 솔마(12.29)",2024-08-06,2025-09-30,비주관사
C20240169,동부간선도로 지하화 민간투자사업 감독권한대행 등 건설사업관리용역(4공구),감리,국내,동서울지하도로(주),건설사업관리부,용역형 건설사업관리,본사업,진행,"㈜한국종합기술(27.6), ㈜제일엔지니어링종합건축사사무소(22.08), ㈜수성엔지니어링(16.56), 동부엔지니어링㈜(16.56), ㈜신성엔지니어링(9.2), (주)진엔지니어링건축사사무소(8)",2024-07-31,2029-09-18,비주관사
C20240168,아시아 및 아프리카 유망국 도시개발사업 시장 여건 및 진출 전략 연구,설계,해외,해외건설협회,도시계획부,설계시공분리발주,본사업,진행,"(유)삼일회계법인(75), ㈜수성엔지니어링(25)",2024-07-30,2025-02-28,비주관사
C20240167,"송도국제도시 6,8공구 조성사업 사후환경영향조사용역",설계,국내,인천광역시 경제자유구역청,환경사업부,설계시공분리발주,본사업,진행,"㈜유신(46), ㈜수성엔지니어링(32), (주) 메이텍엔지니어링(12), 주식회사 레오엔지니어링(10)",2024-07-30,2029-07-31,비주관사
C20240166,포항영일만항 남방파제(2단계) 축조공사 T/K 기본설계 용역,설계,국내,지에스건설㈜,항만부,설계시공일괄발주(T/K),본사업,진행,"㈜유신(43.79), ㈜서영엔지니어링(18.21), ㈜케이지엔지니어링종합건축사사무소(12.3), ㈜수성엔지니어링(11.06), 연안항만(9.77), 주식회사 해움기획(2.45), 셀파이엔씨 주식회사(2.29), ㈜오션그래픽(0.14)",2024-06-14,2025-02-28,비주관사
C20240165A,서구 가정·석남동 일원 지구단위계획 수립 용역_추가A,설계,국내,㈜한서,도시계획부,기타,지분차액,진행,㈜수성엔지니어링(100),2024-08-23,2026-07-21,주관사
C20240165,서구 가정·석남동 일원 지구단위계획 수립 용역,설계,국내,인천광역시,도시계획부,설계시공분리발주,본사업,진행,"㈜수성엔지니어링(70), ㈜한서(30)",2024-07-26,2026-07-21,주관사
C20240164,황금대교~현곡 금장간 도로개설공사 기본계획수립용역,설계,국내,경상북도 경주시,도로부,설계시공분리발주,본사업,중지,"㈜수성엔지니어링(50), ㈜청명종합엔지니어링(50)",2024-07-24,2024-10-26,주관사
C20240163,임천~강경(국지도68호) 도로건설공사 건설사업관리용역,감리,국내,충청남도 건설본부,건설사업관리부,용역형 건설사업관리,본사업,중지,"㈜수성엔지니어링(60), ㈜장맥엔지니어링(40)",2024-07-22,2030-05-23,주관사
C20240162,광명~서울 고속도로 민간투자사업 전면책임감리용역(오정대교 확장공사분),감리,국내,서서울고속도로(주),건설사업관리부,용역형 건설사업관리,본사업,진행,"㈜수성엔지니어링(24), 극동엔지니어링㈜(19), ㈜경호엔지니어링종합건축사사무소(19), ㈜다산컨설턴트(19), ㈜한맥기술(19)",2024-07-26,2027-12-31,주관사
C20240161,남원시 물 재이용 관리계획 수립용역,설계,국내,전북특별자치도 남원시,상하수도부,설계시공분리발주,본사업,진행,"㈜수성엔지니어링(70), 주식회사 범산(30)",2024-07-19,2025-07-16,주관사
C20240160,몽골 울란바토르 대용량 대중교통 메트로사업 PMC,설계,해외,Ulaanbataar Municipal Government,구조부,설계시공분리발주,본사업,진행,"㈜도화엔지니어링(60), ㈜수성엔지니어링(20), 국가철도공단(10), 한국철도공사(10)",2024-07-05,2030-09-04,비주관사
C20240159,UAM 도심지 실증 인프라 조성 건설사업관리 용역(2024년),감리,국내,한국항공우주연구원,건설사업관리부,용역형 건설사업관리,본사업,진행,"㈜수성엔지니어링(46.22), (주)행림종합건축사사무소(32.12), (주)금정이엔씨(21.66)",2024-07-18,2025-04-30,주관사
C20240158,진주시 자원순환센터 조성사업 기본계획 수립용역,설계,국내,경상남도 진주시,환경사업부,설계시공분리발주,본사업,진행,"㈜한국종합기술(56.11), 월드ENG(35.13), ㈜수성엔지니어링(8.76)",2024-07-16,2025-07-21,비주관사
C20240157,서안양 친환경 융합 스마트밸리 조성사업 재해영향평가 등 용역,설계,국내,에스디에이엠씨(주),도시계획부,설계시공분리발주,본사업,진행,㈜수성엔지니어링(100),2024-06-21,2027-06-20,주관사
C20240156,서안양 친환경 융합 스마트밸리 조성사업 환경영향평가 등 용역,설계,국내,에스디에이엠씨(주),환경사업부,설계시공분리발주,본사업,진행,㈜수성엔지니어링(100),2024-06-21,2027-06-20,주관사
C20240155,서안양 친환경 융합 스마트밸리 조성사업 도시개발사업 조사설계 용역,설계,국내,서안양친환경융합스마트밸리피에프브이(주),도시계획부,설계시공분리발주,본사업,진행,㈜수성엔지니어링(100),2024-06-21,2027-06-20,주관사
C20240154,경부선 내판~부강간 수해복구공사 실시설계용역,설계,국내,서진산업㈜,철도설계부,설계시공분리발주,본사업,준공,㈜수성엔지니어링(100),2024-07-08,2024-07-31,주관사
C20240153,삼가2지구 대체도로 및 공원 조성공사 감독권한 대행 등 건설사업관리용역,감리,국내,경기도 용인도시공사,건설사업관리부,용역형 건설사업관리,본사업,진행,"㈜수성엔지니어링(55), ㈜건화(45)",2024-07-12,2026-08-07,주관사
C20240152,부안 제3농공단지 공공폐수처리시설 기본계획(변경)수립용역,설계,국내,주식회사 범산,상하수도부,설계시공분리발주,본사업,중지,㈜수성엔지니어링(100),2024-07-01,2024-10-23,주관사
C20240151,대동~매리 종점부 선형변경 및 실시설계용역,설계,국내,남해종합개발 주식회사,도로부,설계시공분리발주,본사업,진행,㈜수성엔지니어링(100),2024-07-04,2024-12-31,주관사
C20240150A,2024년 수도권서부본부 운영자산 궤도 정밀진단 및 성능평가용역_추가A,설계,국내,주식회사 서현,철도설계부,기타,지분차액,진행,㈜수성엔지니어링(100),2024-08-30,2024-12-31,주관사
C20240150,2024년 수도권서부본부 운영자산 궤도 정밀진단 및 성능평가용역,설계,국내,한국철도공사,철도설계부,설계시공분리발주,본사업,준공,"주식회사 서현(45), ㈜중앙종합안전기술연구원(35), ㈜수성엔지니어링(20)",2024-07-01,2024-12-31,비주관사
C20240149,2024년 노후 취약구조물 특별 정밀안전점검 용역(S1),설계,국내,한국도로공사,안전진단부,설계시공분리발주,본사업,진행,"㈜한국구조물안전연구원(40), ㈜경동엔지니어링(30), ㈜수성엔지니어링(30)",2024-07-02,2025-03-31,비주관사
C20240148,공공하수도(하수관로) 기술진단용역(용연하수처리구역),설계,국내,울산광역시,상하수도부,설계시공분리발주,본사업,진행,"㈜동명기술공단종합건축사사무소(65), ㈜수성엔지니어링(35)",2024-07-02,2025-10-08,비주관사
C20240147,탄자니아 도도마주 유수율 제고 시범모델 구축 및 상수도 시설 개선사업 PMC 용역,설계,해외,한국국제협력단,상하수도부,설계시공분리발주,본사업,진행,"㈜삼안(65), ㈜수성엔지니어링(35)",2024-07-01,2026-12-31,비주관사
C20240146,화성진안 공공주택지구 기본계획 및 기본설계용역,설계,국내,한국토지주택공사,도시계획부,설계시공분리발주,본사업,진행,"㈜도화엔지니어링(27.5), ㈜수성엔지니어링(17.9), ㈜경동엔지니어링(17.5), ㈜경호엔지니어링종합건축사사무소(16.1), ㈜동성엔지니어링(11.3), 싸이트플래닝건축사사무소(9.7)",2024-07-02,2030-07-02,비주관사
C20240145,고속국도 제30호 서산~영덕선 대산~당진간 건설공사(제3공구) 대안제시형 낙찰제 반영설계용역,설계,국내,㈜태영건설,구조부,설계시공일괄발주(T/K),본사업,준공,㈜수성엔지니어링(100),2024-05-01,2024-09-30,주관사
C20240144,영산강 나주1지구 하천환경정비사업 건설사업관리용역,감리,국내,영산강유역환경청,건설사업관리부,용역형 건설사업관리,본사업,진행,"㈜수성엔지니어링(40), ㈜다산컨설턴트(30), ㈜경동엔지니어링(30)",2024-06-28,2025-12-31,주관사
C20240143,2024년 수도권서부본부 관내 승강장 및 주차장 개량공사 실시설계용역,설계,국내,한국철도공사,철도설계부,설계시공분리발주,본사업,준공,㈜수성엔지니어링(100),2024-06-24,2024-12-24,주관사
C20240142,2035년 평창 군기본계획 일부 변경 및 2030년 군관리계획 수립 용역,설계,국내,강원특별자치도 평창군,도시계획부,설계시공분리발주,본사업,진행,"㈜수성엔지니어링(55), 정(45)",2024-06-26,2025-12-19,주관사
C20240141,의정부시 주차장 수급 및 안전관리 실태조사용역,설계,국내,경기도 의정부시,교통부,설계시공분리발주,본사업,진행,"신명이엔씨(주)(60), ㈜수성엔지니어링(40)",2024-06-25,2025-06-20,비주관사
C20240140,"""송산그린시티 서측지구 도시물순환 및 블루그린네트워크(1단계) 조성공사(제2공구)"" T/K 기본설계 용역",설계,국내,대보건설㈜,구조부,설계시공일괄발주(T/K),본사업,진행,"㈜동해종합기술공사(56.91), ㈜용마엔지니어링(16.62), ㈜수성엔지니어링(15.39), ㈜케이지엔지니어링종합건축사사무소(8), 주식회사 범한엔지니어링(3.08)",2024-06-24,2024-11-30,비주관사
C20240139,강원권 도로망계획 수립용역,설계,국내,원주지방국토관리청,도로부,설계시공분리발주,본사업,진행,"㈜수성엔지니어링(60), 신명이엔씨(주)(30), 한양대학교 산학협력단(10)",2024-06-24,2025-12-17,주관사
C20240138,"밀양강권역(동창천, 단장천) 하천기본계획수립 및 하천시설관리대장 작성용역",설계,국내,낙동강유역환경청,수자원부,설계시공분리발주,본사업,진행,"㈜삼안(44.93), 하론(12.95), ㈜한맥기술(12.26), ㈜케이씨아이(12.26), ㈜수성엔지니어링(12.26), 웨이버스(5.34)",2024-06-20,2025-10-11,비주관사
C20240137,제2자유로 개발제한구역내 개발행위허가 준공 용역,설계,국내,한국토지주택공사 경기북부지역본부,도시계획부,설계시공분리발주,본사업,진행,㈜수성엔지니어링(100),2024-07-11,2025-05-31,주관사
C20240136,양산시 수도정비기본계획 부분변경 용역,설계,국내,경상남도 양산시 상하수도사업소,상하수도부,설계시공분리발주,본사업,준공,㈜수성엔지니어링(100),2024-06-18,2024-11-20,주관사
C20240135,필리핀 마닐라 LRT 2호선 코게오 연장 타당성조사 용역,설계,해외,국가철도공단,철도설계부,설계시공분리발주,본사업,준공,㈜수성엔지니어링(100),2024-06-17,2024-12-13,주관사
C20240134,평산고지 배수지 설치공사 시공단계의 건설사업관리용역,감리,국내,경상남도 양산시,건설사업관리부,용역형 건설사업관리,본사업,진행,"㈜수성엔지니어링(55.85), ㈜동명기술공단종합건축사사무소(37.23), (주)선한이엔지(6.92)",2024-06-18,2025-08-25,주관사
C20240133,여수 화태~백야 도로건설공사 1공구 노선변경 설계 용역『토질분야설계』,설계,국내,동부엔지니어링㈜,지반부,설계시공일괄발주(T/K),본사업,준공,㈜수성엔지니어링(100),2024-05-17,2024-12-31,주관사
C20240132,장산지구 풍수해 생활권 종합정비사업 건설사업관리용역,감리,국내,전라남도 장성군,건설사업관리부,용역형 건설사업관리,본사업,진행,"㈜수성엔지니어링(47.55), ㈜영진엔지니어링(전남)(28.53), ㈜건영엔지니어링(전남)(19.02), KI(4.9)",2024-06-19,2027-09-05,주관사
C20240131,영산강하류 단위유역 유역하수도정비계획(변경) 수립 용역,설계,국내,영산강유역환경청,상하수도부,설계시공분리발주,본사업,진행,"㈜케이지엔지니어링종합건축사사무소(65), ㈜수성엔지니어링(35)",2024-06-13,2025-12-12,비주관사
C20240130,달천 하천정비사업(5개지구) 사후환경영향조사용역,설계,국내,원주지방환경청,환경사업부,설계시공분리발주,본사업,진행,"㈜수성엔지니어링(40), 주식회사 건일(32), 주식회사 세울엔지니어링(20), 명보이앤씨(주)(8)",2024-06-13,2026-02-14,주관사
C20240129,2030 도로건설 관리계획 수립 용역,설계,국내,경기도 부천시,교통부,설계시공분리발주,본사업,진행,"㈜수성엔지니어링(65), 신명이엔씨(주)(35)",2024-06-12,2025-12-03,주관사
